"ID","Binomial","Replicate","Class","Order","Family","Genus","Species","Subspecies","Common_name","Location","Latitude","Longitude","System","Units","1950","1951","1952","1953","1954","1955","1956","1957","1958","1959","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","FBname","SpeciesRefNo","LongevityWild","LongevityCaptive","Length","LTypeMaxM","LengthFemale","LTypeMaxF","CommonLength","LTypeComM","CommonLengthF","LTypeComF","DepthRangeShallow","DepthRangeDeep","DepthRangeRef","DepthRangeComShallow","DepthRangeComDeep","DepthComRef","SpecCode","Troph","seTroph","TrophObserved","Median_T","lcl_T","ucl_T","n_T"
3732,"Oncorhynchus_kisutch",0,"Fish","Salmoniformes","Salmonidae","Oncorhynchus","kisutch","NULL","Coho salmon","North Coast",51.133908,-128.708143,"Freshwater","Escapement estimates","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","122813","86758","44842","59980","141261","71298","54598","74198","47425","78645","NULL","NULL","NULL","NULL","NULL","NULL","Coho salmon",86798,5,NA,107.949996948242,"TL","65.5",NA,"71","TL","59.5",NA,"0",250,50550,NA,NA,NA,"245",4.17999982833862,0.699999988079071,TRUE,NA,NA,NA,NA
3733,"Oncorhynchus_kisutch",0,"Fish","Salmoniformes","Salmonidae","Oncorhynchus","kisutch","NULL","Coho salmon","Central Coast",51.804575,-129.029584,"Freshwater","Escapement estimates","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","52252","24753","33996","12551","43113","23896","30325","17263","26027","20578","NULL","NULL","NULL","NULL","NULL","NULL","Coho salmon",86798,5,NA,107.949996948242,"TL","65.5",NA,"71","TL","59.5",NA,"0",250,50550,NA,NA,NA,"245",4.17999982833862,0.699999988079071,TRUE,NA,NA,NA,NA
3734,"Oncorhynchus_kisutch",0,"Fish","Salmoniformes","Salmonidae","Oncorhynchus","kisutch","NULL","Coho salmon","Inside South Coast",48.50241,-123.271258,"Freshwater","Escapement estimates","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","54334","55968","88130","59800","145170","98009","94440","80023","129581","18219","NULL","NULL","NULL","NULL","NULL","NULL","Coho salmon",86798,5,NA,107.949996948242,"TL","65.5",NA,"71","TL","59.5",NA,"0",250,50550,NA,NA,NA,"245",4.17999982833862,0.699999988079071,TRUE,NA,NA,NA,NA
3735,"Oncorhynchus_kisutch",0,"Fish","Salmoniformes","Salmonidae","Oncorhynchus","kisutch","NULL","Coho salmon","West Coast Vancouver Island",49.31,-126.78,"Freshwater","Escapement estimates","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","52295","29500","30788","44737","83403","60449","77571","48539","102129","36841","NULL","NULL","NULL","NULL","NULL","NULL","Coho salmon",86798,5,NA,107.949996948242,"TL","65.5",NA,"71","TL","59.5",NA,"0",250,50550,NA,NA,NA,"245",4.17999982833862,0.699999988079071,TRUE,NA,NA,NA,NA
3736,"Oncorhynchus_kisutch",0,"Fish","Salmoniformes","Salmonidae","Oncorhynchus","kisutch","NULL","Coho salmon","Fraser",51.426472,-122.212131,"Freshwater","Escapement estimates","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","13428","7576","45347","11065","22501","39498","28231","42858","46799","15875","NULL","NULL","NULL","NULL","NULL","NULL","Coho salmon",86798,5,NA,107.949996948242,"TL","65.5",NA,"71","TL","59.5",NA,"0",250,50550,NA,NA,NA,"245",4.17999982833862,0.699999988079071,TRUE,NA,NA,NA,NA
3776,"Oncorhynchus_nerka",0,"Fish","Salmoniformes","Salmonidae","Oncorhynchus","nerka","NULL","Sockeye salmon","Kluane National Park and Reserve",60.749785,-139.500032,"Freshwater","CPUE","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","10826","NULL","10876","6589","17962","57322","6579","4371","1215","8463","6705","4751","2100","1930","4312","8400","4177","4094","2362","4965","3658","2687","794","354","181","104","261","258","101","33","264","1404","751","658","1032","10046","11118","1769","NULL","NULL","NULL","NULL","NULL","NULL","NULL","Sockeye salmon",86798,8,NA,84,"TL","71",NA,"45","TL","58",NA,"0",250,50550,NA,NA,NA,"243",3.53999996185303,0.163000002503395,TRUE,2.90000009536743,NA,NA,2
3777,"Oncorhynchus_nerka",0,"Fish","Salmoniformes","Salmonidae","Oncorhynchus","nerka","NULL","Sockeye salmon / Red salmon","Trans-boundary",55.67503,-129.761056,"Freshwater","Escapement estimates","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","274436","505771","141835","279","NULL","18960","21389","17694","3902","NULL","NULL","NULL","NULL","NULL","NULL","NULL","Sockeye salmon",86798,8,NA,84,"TL","71",NA,"45","TL","58",NA,"0",250,50550,NA,NA,NA,"243",3.53999996185303,0.163000002503395,TRUE,2.90000009536743,NA,NA,2
3778,"Oncorhynchus_nerka",0,"Fish","Salmoniformes","Salmonidae","Oncorhynchus","nerka","NULL","Sockeye salmon / Red salmon","Haida Gwaii",52,-132,"Freshwater","Escapement estimates","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","12432","44249","16116","18812","20963","41680","38226","34172","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","Sockeye salmon",86798,8,NA,84,"TL","71",NA,"45","TL","58",NA,"0",250,50550,NA,NA,NA,"243",3.53999996185303,0.163000002503395,TRUE,2.90000009536743,NA,NA,2
3779,"Oncorhynchus_nerka",0,"Fish","Salmoniformes","Salmonidae","Oncorhynchus","nerka","NULL","Sockeye salmon / Red salmon","North Coast",51.133908,-128.708143,"Freshwater","Escapement estimates","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","874898","1351733","1176394","1039476","873871","858119","1121279","1296998","104729","365245","NULL","NULL","NULL","NULL","NULL","NULL","Sockeye salmon",86798,8,NA,84,"TL","71",NA,"45","TL","58",NA,"0",250,50550,NA,NA,NA,"243",3.53999996185303,0.163000002503395,TRUE,2.90000009536743,NA,NA,2
3780,"Oncorhynchus_nerka",0,"Fish","Salmoniformes","Salmonidae","Oncorhynchus","nerka","NULL","Sockeye salmon / Red salmon","Central Coast",51.804575,-129.029584,"Freshwater","Escapement estimates","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","122910","92921","80532","66531","62703","79326","282674","93879","162468","140358","NULL","NULL","NULL","NULL","NULL","NULL","Sockeye salmon",86798,8,NA,84,"TL","71",NA,"45","TL","58",NA,"0",250,50550,NA,NA,NA,"243",3.53999996185303,0.163000002503395,TRUE,2.90000009536743,NA,NA,2
3781,"Oncorhynchus_nerka",0,"Fish","Salmoniformes","Salmonidae","Oncorhynchus","nerka","NULL","Sockeye salmon / Red salmon","Inside South Coast",48.50241,-123.271258,"Freshwater","Escapement estimates","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","37972","52211","29071","42598","26986","148229","163163","82752","77899","482","NULL","NULL","NULL","NULL","NULL","NULL","Sockeye salmon",86798,8,NA,84,"TL","71",NA,"45","TL","58",NA,"0",250,50550,NA,NA,NA,"243",3.53999996185303,0.163000002503395,TRUE,2.90000009536743,NA,NA,2
3782,"Oncorhynchus_nerka",0,"Fish","Salmoniformes","Salmonidae","Oncorhynchus","nerka","NULL","Sockeye salmon / Red salmon","West Coast Vancouver Island",49.31,-126.78,"Freshwater","Escapement estimates","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","352570","208214","163334","213542","443182","895368","923210","168790","5936","351","NULL","NULL","NULL","NULL","NULL","NULL","Sockeye salmon",86798,8,NA,84,"TL","71",NA,"45","TL","58",NA,"0",250,50550,NA,NA,NA,"243",3.53999996185303,0.163000002503395,TRUE,2.90000009536743,NA,NA,2
3783,"Oncorhynchus_nerka",1,"Fish","Salmoniformes","Salmonidae","Oncorhynchus","nerka","NULL","Sockeye salmon / Red salmon","Fraser",51.426472,-122.212131,"Freshwater","Escapement estimates","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","2732595","1476561","803349","813091","1017071","4204634","2353158","920713","2327206","NULL","NULL","NULL","NULL","NULL","NULL","NULL","Sockeye salmon",86798,8,NA,84,"TL","71",NA,"45","TL","58",NA,"0",250,50550,NA,NA,NA,"243",3.53999996185303,0.163000002503395,TRUE,2.90000009536743,NA,NA,2
3806,"Oncorhynchus_tshawytscha",0,"Fish","Salmoniformes","Salmonidae","Oncorhynchus","tshawytscha","NULL","Chinook salmon","Okanogan-Hanford Reach",48.524343,-119.504933,"Freshwater","Escapement estimates","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","29118","39873","39096","38185","35091","42311","28455","34722","30500","46164","45234","43708","67758","73826","30969","34699","22812","21110","31849","58580","84299","128202","162487","121243","116169","79410","56204","50730","41269","37254","62541","55208","43249","47411","35393","30607","47960","61361","84252","110907","86860","73089","50017","NULL","23336","26044","NULL","65724","57631","174841","183759","266328","NULL","NULL","NULL","NULL","NULL","Chinook salmon",86798,9,4,150,"TL",NA,NA,"70","TL",NA,NA,"0",375,58426,NA,NA,NA,"244",4.40000009536743,0.660000026226044,TRUE,NA,NA,NA,NA
3807,"Oncorhynchus_tshawytscha",0,"Fish","Salmoniformes","Salmonidae","Oncorhynchus","tshawytscha","NULL","Chinook salmon","Okanogan-Methow River",48.04812,-119.919808,"Freshwater","Escapement estimates","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3364","3023","1510","3233","2579","1491","1680","1023","1981","877","1674","2325","2855","1584","896","651","298","744","753","753","778","440","561","1268","474","332","477","961","1107","615","697","675","986","1550","2763","4630","3930","2209","2561","2733","1364","1947","1758","2484","2917","2947","NULL","1531","NULL","NULL","NULL","NULL","NULL","NULL","Chinook salmon",86798,9,4,150,"TL",NA,NA,"70","TL",NA,NA,"0",375,58426,NA,NA,NA,"244",4.40000009536743,0.660000026226044,TRUE,NA,NA,NA,NA
3808,"Oncorhynchus_tshawytscha",0,"Fish","Salmoniformes","Salmonidae","Oncorhynchus","tshawytscha","NULL","Chinook salmon","Okanogan -Wentachee River",47.584181,-120.620018,"Freshwater","Escapement estimates","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","9831","10389","12764","9343","7144","9312","7469","8006","6178","4946","4719","3984","4376","4396","9142","13706","9695","8093","8184","14330","4327","5380","7449","7424","9818","8532","10209","10443","4185","NULL","NULL","NULL","NULL","NULL","Chinook salmon",86798,9,4,150,"TL",NA,NA,"70","TL",NA,NA,"0",375,58426,NA,NA,NA,"244",4.40000009536743,0.660000026226044,TRUE,NA,NA,NA,NA
3809,"Oncorhynchus_tshawytscha",0,"Fish","Salmoniformes","Salmonidae","Oncorhynchus","tshawytscha","NULL","Chinook salmon","Okanogan -Okanogan River",49.350201,-119.580179,"Freshwater","Escapement estimates","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","955","1416","810","4284","2232","967","843","1085","2049","1336","1749","2093","1352","1314","819","385","424","2412","2083","3298","1588","1392","1652","788","480","341","1395","3572","2738","5374","2189","1092","3617","3701","10857","13857","3420","6780","8890","8601","4417","6974","7544","5949","9680","4952","NULL","10597","NULL","NULL","NULL","NULL","NULL","NULL","Chinook salmon",86798,9,4,150,"TL",NA,NA,"70","TL",NA,NA,"0",375,58426,NA,NA,NA,"244",4.40000009536743,0.660000026226044,TRUE,NA,NA,NA,NA
3810,"Oncorhynchus_tshawytscha",0,"Fish","Salmoniformes","Salmonidae","Oncorhynchus","tshawytscha","NULL","Chinook salmon","Yukon",60.090518,-128.947165,"Freshwater","Escapement estimates","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","48488","41704","1052","396","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","Chinook salmon",86798,9,4,150,"TL",NA,NA,"70","TL",NA,NA,"0",375,58426,NA,NA,NA,"244",4.40000009536743,0.660000026226044,TRUE,NA,NA,NA,NA
3811,"Oncorhynchus_tshawytscha",1,"Fish","Salmoniformes","Salmonidae","Oncorhynchus","tshawytscha","NULL","Chinook salmon","Trans-boundary",55.67503,-129.761056,"Freshwater","Escapement estimates","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","119578","56728","19139","5839","1571","2356","1670","693","1291","NULL","NULL","NULL","NULL","NULL","NULL","NULL","Chinook salmon",86798,9,4,150,"TL",NA,NA,"70","TL",NA,NA,"0",375,58426,NA,NA,NA,"244",4.40000009536743,0.660000026226044,TRUE,NA,NA,NA,NA
3812,"Oncorhynchus_tshawytscha",1,"Fish","Salmoniformes","Salmonidae","Oncorhynchus","tshawytscha","NULL","Chinook salmon","Haida Gwaii",52,-132,"Freshwater","Escapement estimates","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","5197","5100","21","78","15","9","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","Chinook salmon",86798,9,4,150,"TL",NA,NA,"70","TL",NA,NA,"0",375,58426,NA,NA,NA,"244",4.40000009536743,0.660000026226044,TRUE,NA,NA,NA,NA
3813,"Oncorhynchus_tshawytscha",1,"Fish","Salmoniformes","Salmonidae","Oncorhynchus","tshawytscha","NULL","Chinook salmon","North Coast",51.133908,-128.708143,"Freshwater","Escapement estimates","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","32218","44614","41138","42542","41234","45158","37162","36115","14761","18514","NULL","NULL","NULL","NULL","NULL","NULL","Chinook salmon",86798,9,4,150,"TL",NA,NA,"70","TL",NA,NA,"0",375,58426,NA,NA,NA,"244",4.40000009536743,0.660000026226044,TRUE,NA,NA,NA,NA
3814,"Oncorhynchus_tshawytscha",1,"Fish","Salmoniformes","Salmonidae","Oncorhynchus","tshawytscha","NULL","Chinook salmon","Central Coast",51.804575,-129.029584,"Freshwater","Escapement estimates","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","25960","34700","19180","15894","16630","17130","14575","9770","29277","24840","NULL","NULL","NULL","NULL","NULL","NULL","Chinook salmon",86798,9,4,150,"TL",NA,NA,"70","TL",NA,NA,"0",375,58426,NA,NA,NA,"244",4.40000009536743,0.660000026226044,TRUE,NA,NA,NA,NA
3815,"Oncorhynchus_tshawytscha",1,"Fish","Salmoniformes","Salmonidae","Oncorhynchus","tshawytscha","NULL","Chinook salmon","Inside South Coast",48.50241,-123.271258,"Freshwater","Escapement estimates","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","49094","57243","47224","35531","40051","39339","42221","32108","31513","22976","NULL","NULL","NULL","NULL","NULL","NULL","Chinook salmon",86798,9,4,150,"TL",NA,NA,"70","TL",NA,NA,"0",375,58426,NA,NA,NA,"244",4.40000009536743,0.660000026226044,TRUE,NA,NA,NA,NA
3816,"Oncorhynchus_tshawytscha",0,"Fish","Salmoniformes","Salmonidae","Oncorhynchus","tshawytscha","NULL","Chinook salmon","West Coast Vancouver Island",49.31,-126.78,"Freshwater","Escapement estimates","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","79993","121430","49324","65376","38837","38825","50528","28423","132041","42990","NULL","NULL","NULL","NULL","NULL","NULL","Chinook salmon",86798,9,4,150,"TL",NA,NA,"70","TL",NA,NA,"0",375,58426,NA,NA,NA,"244",4.40000009536743,0.660000026226044,TRUE,NA,NA,NA,NA
3817,"Oncorhynchus_tshawytscha",0,"Fish","Salmoniformes","Salmonidae","Oncorhynchus","tshawytscha","NULL","Chinook salmon","Fraser",51.426472,-122.212131,"Freshwater","Escapement estimates","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","137268","174062","182418","126175","231210","255832","247659","36710","34689","83544","NULL","NULL","NULL","NULL","NULL","NULL","Chinook salmon",86798,9,4,150,"TL",NA,NA,"70","TL",NA,NA,"0",375,58426,NA,NA,NA,"244",4.40000009536743,0.660000026226044,TRUE,NA,NA,NA,NA
3818,"Oncorhynchus_tshawytscha",0,"Fish","Salmoniformes","Salmonidae","Oncorhynchus","tshawytscha","NULL","Chinook","BEDWELL/URSUS",49.3648,-125.779667,"Freshwater","Adult Natual Spawners","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","291","528","275","306","160","143","263","128","137","141","65","NULL","41","69","44","50","85","199","584","289","736","650","773","699","NULL","NULL","Chinook salmon",86798,9,4,150,"TL",NA,NA,"70","TL",NA,NA,"0",375,58426,NA,NA,NA,"244",4.40000009536743,0.660000026226044,TRUE,NA,NA,NA,NA
3819,"Oncorhynchus_tshawytscha",0,"Fish","Salmoniformes","Salmonidae","Oncorhynchus","tshawytscha","NULL","Chinook","TRANQUIL CREEK",49.2121,-125.6708,"Freshwater","Adult Natual Spawners","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","450","650","825","800","751","NULL","2080","190","1775","1127","635","NULL","253","215","206","225","221","262","684","219","199","309","119","114","NULL","NULL","Chinook salmon",86798,9,4,150,"TL",NA,NA,"70","TL",NA,NA,"0",375,58426,NA,NA,NA,"244",4.40000009536743,0.660000026226044,TRUE,NA,NA,NA,NA
3820,"Oncorhynchus_tshawytscha",0,"Fish","Salmoniformes","Salmonidae","Oncorhynchus","tshawytscha","NULL","Chinook","LEINER RIVER",49.362778,-125.670833,"Freshwater","Adult Natual Spawners","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","402","683","503","344","762","132","394","944","401","702","325","NULL","142","214","678","430","392","566","358","303","797","1466","1759","695","NULL","NULL","Chinook salmon",86798,9,4,150,"TL",NA,NA,"70","TL",NA,NA,"0",375,58426,NA,NA,NA,"244",4.40000009536743,0.660000026226044,TRUE,NA,NA,NA,NA
3821,"Oncorhynchus_tshawytscha",0,"Fish","Salmoniformes","Salmonidae","Oncorhynchus","tshawytscha","NULL","Chinook","ARTLISH RIVER",50.114825,-127.08776,"Freshwater","Adult Natual Spawners","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","90","53","402","300","539","75","139","41","379","454","199","NULL","162","200","214","110","95","141","399","91","1113","160","274","555","NULL","NULL","Chinook salmon",86798,9,4,150,"TL",NA,NA,"70","TL",NA,NA,"0",375,58426,NA,NA,NA,"244",4.40000009536743,0.660000026226044,TRUE,NA,NA,NA,NA
