ID,Binomial,Replicate,Class,Order,Family,Genus,Species,Subspecies,Common_name,Location,Latitude,Longitude,System,Units,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,FBname,SpecCode,SpeciesRefNo,LongevityWild,AgeMax,LongevityCaptive,Length,LTypeMaxM,LengthFemale,LTypeMaxF,CommonLength,LTypeComM,CommonLengthF,LTypeComF,Weight,WeightFemale,MaxWeightRef,Median_T,lcl_T,ucl_T,n_T,Herbivory2,DietTroph,DietSeTroph,DietRemark,DietRef,FoodTroph,FoodSeTroph,FoodRemark,FoodRef,Troph,seTroph,TrophObserved,MaxLength_TLonly
3125,Hippoglossoides_platessoides,0,Actinopterygii,Pleuronectiformes,Pleuronectidae,Hippoglossoides,platessoides,NA,American plaice,"NAFO 5Ze",41.62750249,-66.21484739,Marine,Catch per tow,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,6.441004588,NULL,2.280258313,1.874080938,0.492986434,1.466070649,1.042513382,2.198429813,5.263636386,13.37669476,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,American plaice,4239,30193,30,30,NA,82.5999984741211,TL,NA,NA,NA,NA,NA,NA,6400,NA,7251,13.1000003814697,8.80000019073486,14.5,12,mainly animals (troph. 2.8 and up),4.08,NA,Troph of adults from 1 study.,28079,3.61,0.8,Trophic level estimated from a number of food items using a randomized resampling routine.,NA,3.73000001907349,0.479999989271164,FALSE,82.5999984741211
3126,Hippoglossoides_platessoides,0,Actinopterygii,Pleuronectiformes,Pleuronectidae,Hippoglossoides,platessoides,NA,American plaice,"Southern Gulf of St. Lawrence, NAFO 4T",47,-63,Marine,Average Biomass (kg) per standard tow (ie. 1.75 nautical mile tow),NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,33.91808184,38.07170606,39.5266731,66.62220796,67.34969979,112.7396335,110.3451989,72.4579962,96.48949775,75.29037868,67.00845356,47.12439872,41.37433777,26.46394229,32.04818759,38.7674078,33.64721629,36.38077252,29.37096458,45.34908387,52.08808913,32.26259362,25.54938542,27.23441272,21.81520501,22.01195176,15.05675222,17.50050723,14.6942959,14.2836598,13.86180878,10.97580851,19.62057231,11.53052625,14.17158814,13.22645385,13.27511058,17.93294865,10.03717099,17.34046113,13.14807658,10.70990597,13.64309505,16.44742621,17.61739813,12.61099935,NULL,NULL,NULL,NULL,American plaice,4239,30193,30,30,NA,82.5999984741211,TL,NA,NA,NA,NA,NA,NA,6400,NA,7251,13.1000003814697,8.80000019073486,14.5,12,mainly animals (troph. 2.8 and up),4.08,NA,Troph of adults from 1 study.,28079,3.61,0.8,Trophic level estimated from a number of food items using a randomized resampling routine.,NA,3.73000001907349,0.479999989271164,FALSE,82.5999984741211
3127,Hippoglossoides_platessoides,0,Actinopterygii,Pleuronectiformes,Pleuronectidae,Hippoglossoides,platessoides,NA,American Plaice,"NAFO 4VW",44.19795,-61.56738,Marine,Biomass (Kg),NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,33575032.5,40819881,31246258.2,27264323.4,50847239.3,46208899.7,60747703,26518710,30081757.9,51547132.5,57010060.2,49797289.4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,American plaice,4239,30193,30,30,NA,82.5999984741211,TL,NA,NA,NA,NA,NA,NA,6400,NA,7251,13.1000003814697,8.80000019073486,14.5,12,mainly animals (troph. 2.8 and up),4.08,NA,Troph of adults from 1 study.,28079,3.61,0.8,Trophic level estimated from a number of food items using a randomized resampling routine.,NA,3.73000001907349,0.479999989271164,FALSE,82.5999984741211
3128,Hippoglossoides_platessoides,0,Actinopterygii,Pleuronectiformes,Pleuronectidae,Hippoglossoides,platessoides,NA,American Plaice,"NAFO 4VW",44.19795,-61.56738,Marine,Biomass (Kg),NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,39453513.6,34602083.4,36480578.3,38573028.3,22336143.8,24805471.2,19294347.6,30621353.1,25824660.5,27121420.6,18866983.5,14075079.3,11103409.8,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,American plaice,4239,30193,30,30,NA,82.5999984741211,TL,NA,NA,NA,NA,NA,NA,6400,NA,7251,13.1000003814697,8.80000019073486,14.5,12,mainly animals (troph. 2.8 and up),4.08,NA,Troph of adults from 1 study.,28079,3.61,0.8,Trophic level estimated from a number of food items using a randomized resampling routine.,NA,3.73000001907349,0.479999989271164,FALSE,82.5999984741211
3129,Hippoglossoides_platessoides,0,Actinopterygii,Pleuronectiformes,Pleuronectidae,Hippoglossoides,platessoides,NA,American Plaice,"NAFO 4VW",44.19795,-61.56738,Marine,Biomass (Kg),NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,18426675.5,15516714.3,14067815.3,19503587.6,17433597.1,15573207.9,9366905.07,13759049.3,19448636.6,18119942.4,19673217.9,27579306.4,17359648.1,15580825.1,12829355.8,12038273.7,8928628.74,7900450.02,19559523.8,3369182.4,5668926.83,3515378.36,NULL,NULL,NULL,NULL,American plaice,4239,30193,30,30,NA,82.5999984741211,TL,NA,NA,NA,NA,NA,NA,6400,NA,7251,13.1000003814697,8.80000019073486,14.5,12,mainly animals (troph. 2.8 and up),4.08,NA,Troph of adults from 1 study.,28079,3.61,0.8,Trophic level estimated from a number of food items using a randomized resampling routine.,NA,3.73000001907349,0.479999989271164,FALSE,82.5999984741211
3130,Hippoglossoides_platessoides,0,Actinopterygii,Pleuronectiformes,Pleuronectidae,Hippoglossoides,platessoides,NA,American Plaice,"NAFO 4X",43.2532,-65.50048,Marine,Biomass (Kg),NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,5888715.51,2916487.38,2615287.98,3424620.4,5916191.42,2273274.05,856873.026,1328935.01,1995932.42,2148410.59,4393753.95,2230092.09,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,American plaice,4239,30193,30,30,NA,82.5999984741211,TL,NA,NA,NA,NA,NA,NA,6400,NA,7251,13.1000003814697,8.80000019073486,14.5,12,mainly animals (troph. 2.8 and up),4.08,NA,Troph of adults from 1 study.,28079,3.61,0.8,Trophic level estimated from a number of food items using a randomized resampling routine.,NA,3.73000001907349,0.479999989271164,FALSE,82.5999984741211
3131,Hippoglossoides_platessoides,0,Actinopterygii,Pleuronectiformes,Pleuronectidae,Hippoglossoides,platessoides,NA,American Plaice,"NAFO 4X",43.2532,-65.50048,Marine,Biomass (Kg),NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3734473.52,2935271.05,4081835.73,1694689.1,2117882.36,2659420.01,2973338.83,2186482.17,1192205.39,1971176.02,3410250.44,1358865.36,3152969.39,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,American plaice,4239,30193,30,30,NA,82.5999984741211,TL,NA,NA,NA,NA,NA,NA,6400,NA,7251,13.1000003814697,8.80000019073486,14.5,12,mainly animals (troph. 2.8 and up),4.08,NA,Troph of adults from 1 study.,28079,3.61,0.8,Trophic level estimated from a number of food items using a randomized resampling routine.,NA,3.73000001907349,0.479999989271164,FALSE,82.5999984741211
3132,Hippoglossoides_platessoides,0,Actinopterygii,Pleuronectiformes,Pleuronectidae,Hippoglossoides,platessoides,NA,American Plaice,"NAFO 4X",43.2532,-65.50048,Marine,Biomass (Kg),NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2669870.76,2162373.38,2527713.21,2226426,1876160.77,1871484.01,1413994.21,1591481.32,988280.825,855516.559,1257555.54,551637.711,1442297.22,1580485.94,1167567.37,1019524.94,857514.378,767168.192,311760.891,525455.796,273375.701,299322.397,NULL,NULL,NULL,NULL,American plaice,4239,30193,30,30,NA,82.5999984741211,TL,NA,NA,NA,NA,NA,NA,6400,NA,7251,13.1000003814697,8.80000019073486,14.5,12,mainly animals (troph. 2.8 and up),4.08,NA,Troph of adults from 1 study.,28079,3.61,0.8,Trophic level estimated from a number of food items using a randomized resampling routine.,NA,3.73000001907349,0.479999989271164,FALSE,82.5999984741211
3133,Hippoglossoides_platessoides,1,Fish,Pleuronectiformes,Pleuronectidae,Hippoglossoides,platessoides,NULL,American Plaice,4X,42.72956311,-65.0988351,Marine,Biomass (t),NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,525,273,299,NULL,NULL,NULL,NULL,American plaice,4239,30193,30,30,NA,82.5999984741211,TL,NA,NA,NA,NA,NA,NA,6400,NA,7251,13.1000003814697,8.80000019073486,14.5,12,mainly animals (troph. 2.8 and up),4.08,NA,Troph of adults from 1 study.,28079,3.61,0.8,Trophic level estimated from a number of food items using a randomized resampling routine.,NA,3.73000001907349,0.479999989271164,FALSE,82.5999984741211
3134,Hippoglossoides_platessoides,1,Fish,Pleuronectiformes,Pleuronectidae,Hippoglossoides,platessoides,NULL,American Plaice,4VW,42.86687747,-61.18130929,Marine,Biomass (t),NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3369,5669,3515,NULL,NULL,NULL,NULL,American plaice,4239,30193,30,30,NA,82.5999984741211,TL,NA,NA,NA,NA,NA,NA,6400,NA,7251,13.1000003814697,8.80000019073486,14.5,12,mainly animals (troph. 2.8 and up),4.08,NA,Troph of adults from 1 study.,28079,3.61,0.8,Trophic level estimated from a number of food items using a randomized resampling routine.,NA,3.73000001907349,0.479999989271164,FALSE,82.5999984741211
3135,Hippoglossus_hippoglossus,1,Actinopterygii,Pleuronectiformes,Pleuronectidae,Hippoglossus,hippoglossus,NA,Atlantic halibut,"NAFO division 4T (Southern gulf), Gulf of St. Lawrence",47.227308,-63.07912,Marine,Mean number per tow,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.0304,0.0373,0.0353,0.0794,NULL,NULL,0.0176,0.0225,0.0069,0.0069,0.0461,0.0275,0.0137,0.0618,0.0755,0.1725,0.1363,0.4392,0.2216,NULL,0.1245,0.3402,0.5245,0.3451,0.3049,0.452,0.5606,0.5485,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Atlantic halibut,1371,4705,50,50,NA,470,TL,300,TL,NA,NA,NA,NA,320000,NA,7251,NA,NA,NA,NA,mainly animals (troph. 2.8 and up),4,0.454,Troph of juv./adults from 4 studies.,13655,4.28,0.74,Trophic level estimated from a number of food items using a randomized resampling routine.,NA,4,0.453999996185303,TRUE,470
3136,Hippoglossus_hippoglossus,0,Actinopterygii,Pleuronectiformes,Pleuronectidae,Hippoglossus,hippoglossus,NA,Atlantic halibut,"NAFO division 4RS (Northern gulf), Gulf of St. Lawrence",49.696327,-60.310565,Marine,Mean number per tow,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.0213,0.0608,0.0071,0.0041,0.0354,1.0179,0.0243,0.0804,0.0505,0.0682,0.0759,0.053,0.0759,0.1528,0.1695,0.2121,0.3812,0.4187,0.395,0.2718,0.474,0.3253,0.3443,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Atlantic halibut,1371,4705,50,50,NA,470,TL,300,TL,NA,NA,NA,NA,320000,NA,7251,NA,NA,NA,NA,mainly animals (troph. 2.8 and up),4,0.454,Troph of juv./adults from 4 studies.,13655,4.28,0.74,Trophic level estimated from a number of food items using a randomized resampling routine.,NA,4,0.453999996185303,TRUE,470
3137,Hippoglossus_hippoglossus,1,Actinopterygii,Pleuronectiformes,Pleuronectidae,Hippoglossus,hippoglossus,NA,Atlantic halibut,"NAFO division 4VWX",44.08333,-60.11667,Marine,Catch rate (kg per 1000 hooks per 10 hours soak time),NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,111,115,95,118,103,100,79,83,105,97.2,116.6,157.4,131.1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Atlantic halibut,1371,4705,50,50,NA,470,TL,300,TL,NA,NA,NA,NA,320000,NA,7251,NA,NA,NA,NA,mainly animals (troph. 2.8 and up),4,0.454,Troph of juv./adults from 4 studies.,13655,4.28,0.74,Trophic level estimated from a number of food items using a randomized resampling routine.,NA,4,0.453999996185303,TRUE,470
3138,Hippoglossus_hippoglossus,0,Actinopterygii,Pleuronectiformes,Pleuronectidae,Hippoglossus,hippoglossus,NA,Halibut,"NAFO 2G",59.28607579,-59.85363866,Marine,Catch per tow,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.271913164,0.694915254,NULL,0.18,NULL,NULL,NULL,NULL,NULL,0.303418796,0.080357143,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Atlantic halibut,1371,4705,50,50,NA,470,TL,300,TL,NA,NA,NA,NA,320000,NA,7251,NA,NA,NA,NA,mainly animals (troph. 2.8 and up),4,0.454,Troph of juv./adults from 4 studies.,13655,4.28,0.74,Trophic level estimated from a number of food items using a randomized resampling routine.,NA,4,0.453999996185303,TRUE,470
3139,Hippoglossus_hippoglossus,0,Actinopterygii,Pleuronectiformes,Pleuronectidae,Hippoglossus,hippoglossus,NA,Halibut,"NAFO 2H",56.47753448,-56.76630906,Marine,Catch per tow,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.222873,0.146666667,NULL,0.073795181,NULL,NULL,NULL,NULL,0.263157895,0.124369748,0.050847458,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Atlantic halibut,1371,4705,50,50,NA,470,TL,300,TL,NA,NA,NA,NA,320000,NA,7251,NA,NA,NA,NA,mainly animals (troph. 2.8 and up),4,0.454,Troph of juv./adults from 4 studies.,13655,4.28,0.74,Trophic level estimated from a number of food items using a randomized resampling routine.,NA,4,0.453999996185303,TRUE,470
3140,Hippoglossus_hippoglossus,0,Actinopterygii,Pleuronectiformes,Pleuronectidae,Hippoglossus,hippoglossus,NA,Halibut,"NAFO 2J",53.91049179,-53.8645951,Marine,Catch per tow,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.130434783,NULL,0.0625,0.050420168,0.048292683,0.069306931,0.12037037,0.122641509,0.087341772,0.053435115,0.048821078,0.082089552,0.060606061,0.04964539,0.024193548,0.03125,NULL,0.01369863,0.026315789,0.009090909,0.019417476,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Atlantic halibut,1371,4705,50,50,NA,470,TL,300,TL,NA,NA,NA,NA,320000,NA,7251,NA,NA,NA,NA,mainly animals (troph. 2.8 and up),4,0.454,Troph of juv./adults from 4 studies.,13655,4.28,0.74,Trophic level estimated from a number of food items using a randomized resampling routine.,NA,4,0.453999996185303,TRUE,470
3141,Hippoglossus_hippoglossus,0,Actinopterygii,Pleuronectiformes,Pleuronectidae,Hippoglossus,hippoglossus,NA,Halibut,"NAFO 3K",50.69532218,-52.12112237,Marine,Catch per tow,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.008430918,NULL,NULL,NULL,NULL,0.014727541,0.023809524,0.090225564,0.024193548,0.061643836,0.086330935,0.042682927,0.065989848,0.064748201,0.046391753,0.052631579,0.127653361,0.057142857,0.028169014,0.018099548,0.010810811,0.026490066,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Atlantic halibut,1371,4705,50,50,NA,470,TL,300,TL,NA,NA,NA,NA,320000,NA,7251,NA,NA,NA,NA,mainly animals (troph. 2.8 and up),4,0.454,Troph of juv./adults from 4 studies.,13655,4.28,0.74,Trophic level estimated from a number of food items using a randomized resampling routine.,NA,4,0.453999996185303,TRUE,470
3142,Hippoglossus_hippoglossus,0,Actinopterygii,Pleuronectiformes,Pleuronectidae,Hippoglossus,hippoglossus,NA,Halibut,"NAFO 3N",45.11471131,-49.95688624,Marine,Catch per tow,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.052631579,NULL,0.099715111,NULL,NULL,NULL,0.08,0.051282051,0.04,0.085106383,0.121212121,0.129032258,0.257143,0.088235294,0.084033613,0.046511628,0.06779661,NULL,0.051724138,0.021052632,NULL,NULL,0.019780214,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Atlantic halibut,1371,4705,50,50,NA,470,TL,300,TL,NA,NA,NA,NA,320000,NA,7251,NA,NA,NA,NA,mainly animals (troph. 2.8 and up),4,0.454,Troph of juv./adults from 4 studies.,13655,4.28,0.74,Trophic level estimated from a number of food items using a randomized resampling routine.,NA,4,0.453999996185303,TRUE,470
3143,Hippoglossus_hippoglossus,0,Actinopterygii,Pleuronectiformes,Pleuronectidae,Hippoglossus,hippoglossus,NA,Halibut,"NAFO 3O",44.68377883,-52.78238297,Marine,Catch per tow,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.131060606,0.375,NULL,0.08,NULL,0.090909091,0.1,0.648148148,0.422435897,0.750925926,1.243902439,1.205633803,1.011111111,0.130083971,0.398943162,0.548032194,0.178426257,0.166979846,0.369127517,0.203448276,0.186885246,0.131661731,0.15942029,0.05703125,0.173007246,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Atlantic halibut,1371,4705,50,50,NA,470,TL,300,TL,NA,NA,NA,NA,320000,NA,7251,NA,NA,NA,NA,mainly animals (troph. 2.8 and up),4,0.454,Troph of juv./adults from 4 studies.,13655,4.28,0.74,Trophic level estimated from a number of food items using a randomized resampling routine.,NA,4,0.453999996185303,TRUE,470
3144,Hippoglossus_hippoglossus,0,Actinopterygii,Pleuronectiformes,Pleuronectidae,Hippoglossus,hippoglossus,NA,Halibut,"NAFO 3Pn",47.36424828,-58.63551171,Marine,Catch per tow,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.5,NULL,0.125,NULL,0.111111111,NULL,0.025,0.066666667,NULL,0.15,0.076923077,NULL,0.108108108,NULL,0.125,0.153846154,0.088235294,0.170731707,0.1875,0.1,0.228070175,0.166666659,0.102564103,0.093542259,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Atlantic halibut,1371,4705,50,50,NA,470,TL,300,TL,NA,NA,NA,NA,320000,NA,7251,NA,NA,NA,NA,mainly animals (troph. 2.8 and up),4,0.454,Troph of juv./adults from 4 studies.,13655,4.28,0.74,Trophic level estimated from a number of food items using a randomized resampling routine.,NA,4,0.453999996185303,TRUE,470
3145,Hippoglossus_hippoglossus,0,Actinopterygii,Pleuronectiformes,Pleuronectidae,Hippoglossus,hippoglossus,NA,Halibut,"NAFO 3Ps",46.03458383,-55.99580924,Marine,Catch per tow,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.470751644,NULL,0.285326087,0.204545455,0.31443299,0.079463365,0.142857143,0.443507896,0.368047337,0.6875,0.541284404,0.296703297,0.491071429,0.187592735,0.082685682,0.169885873,0.151306701,0.085258356,0.178082192,0.140967742,0.078947368,0.102857143,0.081818182,0.0785809,0.093406593,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Atlantic halibut,1371,4705,50,50,NA,470,TL,300,TL,NA,NA,NA,NA,320000,NA,7251,NA,NA,NA,NA,mainly animals (troph. 2.8 and up),4,0.454,Troph of juv./adults from 4 studies.,13655,4.28,0.74,Trophic level estimated from a number of food items using a randomized resampling routine.,NA,4,0.453999996185303,TRUE,470
3146,Hippoglossus_hippoglossus,1,Actinopterygii,Pleuronectiformes,Pleuronectidae,Hippoglossus,hippoglossus,NA,Halibut,"NAFO 4R",49.69673981,-58.45213759,Marine,Catch per tow,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.2,0.15,0.189655172,0.041666667,0.160990737,NULL,0.0504762,0.056338028,NULL,0.054054054,0.104462483,NULL,0.053333333,0.081163195,0.128378378,0.209098866,0.099773245,0.218654431,0.159090909,0.076526854,0.157218449,0.051697528,0.063829787,0.099099099,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Atlantic halibut,1371,4705,50,50,NA,470,TL,300,TL,NA,NA,NA,NA,320000,NA,7251,NA,NA,NA,NA,mainly animals (troph. 2.8 and up),4,0.454,Troph of juv./adults from 4 studies.,13655,4.28,0.74,Trophic level estimated from a number of food items using a randomized resampling routine.,NA,4,0.453999996185303,TRUE,470
